Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Age,Gender,Segment,Region,State,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-104061,2022-10-01,2022-10-07,CUST-5666,Aditya Joshi,27.0,Male,Home Office,North,Delhi,Office Supplies,Labels,Address Labels,57.1,6,0.15,8.02
ORD-104062,2024-05-12,2024-05-18,CUST-9101,Arjun Verma,46.0,Male,Consumer,South,Telangana,Technology,Machines,3D Printer Mini,2449.19,5,0.15,385.04
ORD-104063,2022-11-09,2022-11-13,CUST-8609,Vivek Joshi,42.0,Male,Consumer,North,Delhi,Technology,Accessories,USB-C Hub,4164.39,6,0.0,1046.64
ORD-104064,2024-09-17,2024-09-18,CUST-2328,Sneha Reddy,36.0,Female,Consumer,West,Rajasthan,Office Supplies,Labels,Address Labels,23.53,3,0.0,9.23
ORD-104065,2022-05-17,2022-05-18,CUST-1530,Rahul Mehta,37.0,Male,Consumer,North,Uttar Pradesh,Furniture,Chairs,Ergo Mesh Office Chair,350.68,4,0.0,81.54
ORD-104066,2022-06-15,2022-06-19,CUST-3924,Sneha Sharma,34.0,Female,Home Office,West,Gujarat,Office Supplies,Art,Colored Pencils,232.83,7,0.2,17.61
ORD-104067,2024-12-19,2024-12-23,CUST-3496,Kavita Sharma,22.0,Female,Consumer,Central,Chhattisgarh,Office Supplies,Paper,A4 Copy Paper Ream,63.93,4,0.0,20.65
ORD-104068,2024-01-11,2024-01-16,CUST-9951,Nikhil Nair,30.0,Male,Consumer,South,Kerala,Furniture,Chairs,Executive Leather Chair,457.68,2,0.3,11.71
ORD-104069,2024-08-26,2024-09-02,CUST-4570,Rohan Nair,34.0,Male,Corporate,North,Delhi,Office Supplies,Paper,Notebook Set,160.8,7,0.1,46.15
ORD-104070,2022-12-26,2022-12-30,CUST-7712,Neha Sharma,31.0,Female,Consumer,West,Gujarat,Office Supplies,Labels,Address Labels,66.84,2,0.0,21.61
ORD-104071,2024-01-15,2024-01-22,CUST-1530,Rahul Mehta,38.0,Male,Corporate,North,Uttar Pradesh,Technology,Copiers,Office Copier 200,418.86,3,0.0,100.97
ORD-104072,2023-11-15,2023-11-18,CUST-7919,Kavita Singh,48.0,Female,Consumer,South,Telangana,Office Supplies,Labels,Shipping Labels,29.27,3,0.1,5.39
ORD-104073,2023-11-22,2023-11-29,CUST-5249,Amit Nair,41.0,Male,Consumer,Central,Chhattisgarh,Technology,Copiers,Office Copier 200,146.68,1,0.4,-27.7
ORD-104074,2024-01-23,2024-01-28,CUST-9332,Nikhil Rao,40.0,Male,Consumer,North,Delhi,Office Supplies,Art,Sketch Pad,212.45,3,0.0,64.18
ORD-104075,2023-11-01,2023-11-07,CUST-5448,Rahul Gupta,39.0,Male,Consumer,East,Bihar,Technology,Phones,Cordless Landline,5943.29,7,0.0,2032.61
ORD-104076,2023-05-09,2023-05-15,CUST-5673,Manish Joshi,23.0,Male,Corporate,South,Telangana,Office Supplies,Envelopes,Window Envelopes,64.24,1,0.2,3.69
ORD-104077,2022-11-26,2022-12-03,CUST-1123,Sanjay Reddy,34.0,Male,Consumer,South,Tamil Nadu,Technology,Copiers,Office Copier 200,820.14,4,0.3,86.11
ORD-104078,2024-05-16,2024-05-22,CUST-8200,Arjun Patel,30.0,Male,Consumer,North,Uttar Pradesh,Technology,Copiers,Compact Copier,495.44,1,0.3,67.96
ORD-104079,2022-10-17,2022-10-23,CUST-9332,Nikhil Rao,40.0,Male,Home Office,South,Karnataka,Furniture,Bookcases,Ladder Bookshelf,719.69,3,0.0,186.99
ORD-104080,2024-02-06,2024-02-08,CUST-9028,Suresh Verma,21.0,Male,Home Office,North,Delhi,Technology,Copiers,Office Copier 200,824.22,5,0.0,301.61
ORD-104081,2022-10-24,2022-10-27,CUST-8200,Arjun Patel,31.0,Male,Consumer,East,Bihar,Furniture,Chairs,Ergo Mesh Office Chair,505.27,1,0.15,43.54
ORD-104082,2023-12-07,2023-12-12,CUST-7712,Neha Sharma,30.0,Female,Corporate,Central,Madhya Pradesh,Technology,Accessories,Webcam HD,2014.6,4,0.1,304.19
ORD-104083,2024-04-19,2024-04-24,CUST-6000,Arjun Rao,33.0,Male,Consumer,Central,Madhya Pradesh,Technology,Machines,Laser Printer,3186.46,4,0.15,223.17
ORD-104084,2022-10-09,2022-10-15,CUST-5763,Pooja Nair,36.0,Female,Consumer,East,Odisha,Technology,Copiers,Office Copier 200,454.0,4,0.1,127.58
ORD-104085,2022-03-24,2022-03-25,CUST-7988,Aditya Joshi,51.0,Male,Consumer,West,Rajasthan,Technology,Machines,3D Printer Mini,4630.15,7,0.0,1062.11
ORD-104086,2022-06-22,2022-06-27,CUST-3496,Kavita Sharma,24.0,Female,Consumer,West,Rajasthan,Office Supplies,Paper,Notebook Set,28.34,3,0.3,1.11
ORD-104087,2023-11-24,2023-11-27,CUST-8320,Rahul Rao,26.0,Male,Consumer,South,Tamil Nadu,Office Supplies,Paper,A4 Copy Paper Ream,220.9,5,0.1,62.16
ORD-104088,2024-08-29,2024-09-02,CUST-1018,Meera Mehta,18.0,Female,Consumer,North,Uttar Pradesh,Office Supplies,Labels,Address Labels,67.31,3,0.3,5.78
ORD-104089,2022-03-05,2022-03-08,CUST-9332,Nikhil Rao,40.0,Male,Corporate,West,Gujarat,Office Supplies,Envelopes,Mailing Envelopes,126.92,4,0.15,23.69
ORD-104090,2024-04-02,2024-04-08,CUST-6000,Arjun Rao,32.0,Male,Home Office,West,Maharashtra,Office Supplies,Binders,Clip Binder,29.06,2,0.0,10.28
ORD-104091,2023-01-12,2023-01-18,CUST-3496,Kavita Sharma,21.0,Female,Consumer,East,West Bengal,Office Supplies,Paper,A4 Copy Paper Ream,123.95,2,0.1,21.51
ORD-104092,2023-07-11,2023-07-13,CUST-7919,Kavita Singh,48.0,Female,Home Office,West,Rajasthan,Office Supplies,Paper,A4 Copy Paper Ream,63.58,3,0.0,17.39
ORD-104093,2024-11-16,2024-11-23,CUST-3380,Divya Verma,57.0,Female,Consumer,Central,Madhya Pradesh,Office Supplies,Storage,File Cabinet,227.15,4,0.0,49.3
ORD-104094,2022-12-31,2023-01-05,CUST-6932,Ritu Sharma,37.0,Female,Consumer,West,Maharashtra,Office Supplies,Paper,Sticky Notes Pack,17.32,2,0.1,5.69
ORD-104095,2023-06-24,2023-07-01,CUST-5448,Rahul Gupta,35.0,Male,Consumer,East,West Bengal,Office Supplies,Storage,Desk Organizer,206.14,5,0.0,87.41
ORD-104096,2022-01-19,2022-01-26,CUST-6878,Aditya Joshi,39.0,Male,Consumer,West,Rajasthan,Office Supplies,Envelopes,Window Envelopes,86.9,2,0.2,20.44
ORD-104097,2022-04-21,2022-04-26,CUST-4638,Arjun Patel,45.0,Male,Home Office,North,Punjab,Technology,Phones,Cordless Landline,1103.52,2,0.1,207.58
ORD-104098,2022-11-13,2022-11-18,CUST-5615,Anjali Singh,,Female,Home Office,Central,Chhattisgarh,Furniture,Bookcases,Corner Bookcase,2269.9,6,0.15,615.06
ORD-104099,2022-02-08,2022-02-14,CUST-8453,Shreya Kapoor,30.0,Female,Consumer,East,Odisha,Technology,Copiers,Compact Copier,1987.16,5,0.0,778.25
ORD-104100,2023-12-10,2023-12-15,CUST-3677,Sanjay Kapoor,18.0,Male,Consumer,East,West Bengal,Furniture,Tables,Adjustable Standing Desk,832.38,2,0.3,111.81
ORD-104101,2023-05-06,2023-05-07,CUST-8409,Isha Gupta,40.0,Female,Corporate,West,Maharashtra,Furniture,Tables,Oak Dining Table,1566.64,3,0.0,
ORD-104102,2023-10-05,2023-10-06,CUST-5167,Anita Sharma,43.0,Female,Consumer,West,Maharashtra,Office Supplies,Storage,Desk Organizer,113.53,6,0.0,25.52
ORD-104103,2022-08-19,2022-08-23,CUST-7423,Divya Nair,18.0,Female,Consumer,West,Maharashtra,Office Supplies,Labels,Address Labels,128.3,5,0.4,-16.28
ORD-104104,2022-12-09,2022-12-14,CUST-8255,Karan Kapoor,31.0,Male,Corporate,East,Odisha,Office Supplies,Art,Colored Pencils,126.35,2,0.3,-5.18
ORD-104105,2023-12-30,2024-01-01,CUST-9774,Manish Singh,39.0,Male,Consumer,West,Gujarat,Technology,Machines,Laser Printer,403.74,1,0.4,16.05
ORD-104106,2024-12-10,2024-12-14,CUST-6894,Sneha Rao,19.0,Female,Corporate,East,Odisha,Technology,Copiers,Office Copier 200,1861.96,6,0.0,
ORD-104107,2022-03-12,2022-03-18,CUST-3233,Suresh Mehta,38.0,Male,Consumer,East,Odisha,Furniture,Tables,Adjustable Standing Desk,2715.93,5,0.2,331.51
ORD-104108,2024-10-14,2024-10-19,CUST-9321,Pooja Joshi,35.0,Female,Consumer,Central,Chhattisgarh,Office Supplies,Labels,Address Labels,252.48,4,0.2,36.27
ORD-104109,2023-11-02,2023-11-03,CUST-5324,Meera Singh,49.0,Female,Consumer,North,Delhi,Office Supplies,Storage,Storage Box Set,159.3,6,0.0,35.57
ORD-104110,2023-10-21,2023-10-23,CUST-4207,Ritu Joshi,36.0,Female,Consumer,West,Gujarat,Office Supplies,Art,Marker Set,55.87,3,0.1,9.31
ORD-104111,2023-08-09,2023-08-13,CUST-4538,Priya Patel,29.0,Female,Corporate,Central,Chhattisgarh,Technology,Phones,Cordless Landline,2861.71,6,0.15,710.24
ORD-104112,2022-04-05,2022-04-07,CUST-3233,Suresh Mehta,39.0,Male,Consumer,North,Uttar Pradesh,Office Supplies,Labels,Address Labels,215.78,3,0.3,13.55
ORD-104113,2022-05-02,2022-05-07,CUST-3614,Anita Reddy,31.0,Female,Home Office,North,Delhi,Technology,Copiers,Compact Copier,1142.24,2,0.0,230.17
ORD-104114,2023-11-20,2023-11-23,CUST-1277,Shreya Kapoor,24.0,Female,Home Office,West,Maharashtra,Furniture,Tables,Glass Coffee Table,1086.39,5,0.2,176.15
ORD-104115,2023-01-11,2023-01-13,CUST-8652,Sneha Kapoor,36.0,Female,Consumer,Central,Madhya Pradesh,Furniture,Furnishings,Curtain Set,2406.54,6,0.0,923.23
ORD-104116,2024-11-07,2024-11-09,CUST-3076,Anita Verma,18.0,Female,Consumer,North,Uttar Pradesh,Furniture,Bookcases,5-Shelf Bookcase,2029.35,6,0.15,135.79
ORD-104117,2023-04-11,2023-04-17,CUST-3614,Anita Reddy,34.0,Female,Consumer,North,Uttar Pradesh,Office Supplies,Paper,A4 Copy Paper Ream,225.31,7,0.0,90.82
ORD-104118,2022-07-08,2022-07-09,CUST-3233,Suresh Mehta,39.0,Male,Corporate,Central,Chhattisgarh,Furniture,Chairs,Recliner Lounge Chair,2207.54,7,0.0,561.31
ORD-104119,2024-03-08,2024-03-13,CUST-8320,Rahul Rao,25.0,Male,Home Office,West,Maharashtra,Furniture,Tables,Adjustable Standing Desk,3416.59,6,0.0,1380.25
ORD-104120,2022-12-07,2022-12-09,CUST-4158,Nikhil Reddy,40.0,Male,Home Office,West,Gujarat,Furniture,Furnishings,Area Rug,547.94,3,0.0,133.36
ORD-104121,2023-09-10,2023-09-15,CUST-8153,Isha Kapoor,18.0,Female,Corporate,East,West Bengal,Furniture,Furnishings,Wall Clock,225.64,1,0.1,26.8
ORD-104122,2024-02-14,2024-02-15,CUST-1415,Divya Joshi,28.0,Female,Corporate,West,Gujarat,Technology,Phones,Smartphone X12,509.14,4,0.2,7.67
ORD-104123,2024-10-24,2024-10-30,CUST-8209,Anjali Reddy,30.0,Female,Consumer,South,Karnataka,Furniture,Bookcases,Corner Bookcase,4151.68,7,0.4,-398.9
ORD-104124,2024-06-15,2024-06-20,CUST-4847,Sanjay Joshi,25.0,Male,Home Office,North,Delhi,Technology,Copiers,Office Copier 200,489.95,3,0.15,87.64
ORD-104125,2024-01-14,2024-01-21,CUST-1702,Divya Iyer,25.0,Female,Consumer,South,Karnataka,Furniture,Bookcases,Corner Bookcase,2113.52,6,0.0,569.7
ORD-104126,2024-01-19,2024-01-20,CUST-5380,Arjun Kapoor,35.0,Male,Corporate,South,Telangana,Office Supplies,Binders,Clip Binder,42.51,5,0.2,1.31
ORD-104127,2024-11-28,2024-11-29,CUST-4158,Nikhil Reddy,41.0,Male,Home Office,East,Bihar,Office Supplies,Art,Colored Pencils,136.74,3,0.0,
ORD-104128,2022-12-09,2022-12-13,CUST-8255,Karan Kapoor,30.0,Male,Corporate,West,Rajasthan,Office Supplies,Envelopes,Window Envelopes,294.34,4,0.0,111.89
ORD-104129,2022-01-02,2022-01-08,CUST-1427,Priya Reddy,34.0,Female,Consumer,West,Maharashtra,Technology,Phones,Cordless Landline,2928.14,7,0.0,737.51
ORD-104130,2022-11-23,2022-11-29,CUST-8255,Karan Kapoor,34.0,Male,Consumer,South,Kerala,Furniture,Chairs,Recliner Lounge Chair,1318.64,6,0.0,382.72
ORD-104131,2022-10-08,2022-10-15,CUST-8955,Divya Kapoor,18.0,Female,Consumer,North,Uttar Pradesh,Furniture,Bookcases,5-Shelf Bookcase,1458.85,5,0.15,78.39
ORD-104132,2023-12-29,2024-01-03,CUST-9278,Ritu Nair,31.0,Female,Home Office,West,Gujarat,Furniture,Chairs,Foldable Study Chair,687.88,2,0.3,-14.11
ORD-104133,2023-12-12,2023-12-15,CUST-5859,Amit Gupta,35.0,Male,Home Office,North,Uttar Pradesh,Technology,Machines,Label Maker,762.46,6,0.0,265.12
ORD-104134,2023-11-14,2023-11-21,CUST-3850,Vikram Singh,24.0,Male,Corporate,South,Tamil Nadu,Office Supplies,Binders,3-Ring Binder,233.15,4,0.0,76.62
ORD-104135,2022-01-23,2022-01-27,CUST-2964,Vivek Kapoor,29.0,Male,Consumer,East,West Bengal,Furniture,Furnishings,Area Rug,1546.0,3,0.2,304.23
ORD-104136,2024-03-27,2024-04-02,CUST-7988,Aditya Joshi,50.0,Male,Consumer,North,Delhi,Technology,Copiers,Office Copier 200,473.33,7,0.2,56.72
ORD-104137,2022-12-26,2022-12-27,CUST-7859,Arjun Nair,43.0,Male,Consumer,West,Gujarat,Technology,Copiers,Compact Copier,2805.99,7,0.1,949.27
ORD-104138,2023-12-31,2024-01-06,CUST-7076,Rahul Verma,60.0,Male,Consumer,North,Uttar Pradesh,Office Supplies,Art,Sketch Pad,87.16,3,0.3,11.9
ORD-104139,2023-10-14,2023-10-21,CUST-6322,Priya Iyer,18.0,Female,Consumer,South,Karnataka,Furniture,Chairs,Foldable Study Chair,1632.39,6,0.15,304.58
ORD-104140,2023-01-14,2023-01-17,CUST-1277,Shreya Kapoor,21.0,Female,Consumer,North,Delhi,Technology,Copiers,Compact Copier,879.29,7,0.2,17.39
ORD-104141,2022-06-27,2022-06-29,CUST-6322,Priya Iyer,18.0,Female,Consumer,North,Delhi,Furniture,Furnishings,Wall Clock,1022.1,2,0.0,222.2
ORD-104142,2022-05-07,2022-05-09,CUST-1921,Kavita Nair,18.0,Female,Home Office,East,Bihar,Furniture,Furnishings,Table Lamp,217.39,1,0.0,80.81
ORD-104143,2024-08-06,2024-08-12,CUST-2207,Ritu Joshi,36.0,Female,Corporate,East,West Bengal,Office Supplies,Paper,Notebook Set,290.25,4,0.2,15.43
ORD-104144,2024-11-08,2024-11-14,CUST-1921,Kavita Nair,,Female,Consumer,North,Delhi,Furniture,Chairs,Foldable Study Chair,747.32,5,0.3,-13.56
ORD-104145,2023-12-21,2023-12-25,CUST-2543,Karan Rao,32.0,Male,Corporate,South,Kerala,Office Supplies,Art,Marker Set,9.37,1,0.4,-1.85
ORD-104146,2022-05-18,2022-05-24,CUST-6820,Rohan Rao,28.0,Male,Corporate,North,Uttar Pradesh,Furniture,Chairs,Executive Leather Chair,1320.26,4,0.1,367.68
ORD-104147,2023-04-05,2023-04-08,CUST-3962,Sneha Iyer,29.0,Female,Home Office,West,Maharashtra,Office Supplies,Art,Colored Pencils,256.98,5,0.0,107.75
ORD-104148,2024-03-27,2024-04-02,CUST-3677,Sanjay Kapoor,18.0,Male,Corporate,South,Kerala,Furniture,Furnishings,Table Lamp,865.39,3,0.0,294.61
ORD-104149,2024-05-30,2024-06-04,CUST-4255,Anjali Joshi,37.0,Female,Consumer,North,Delhi,Technology,Phones,Budget Smartphone S5,887.3,2,0.0,294.46
ORD-104150,2022-06-05,2022-06-12,CUST-6820,Rohan Rao,27.0,Male,Home Office,Central,Chhattisgarh,Office Supplies,Labels,Shipping Labels,123.89,2,0.1,36.95
ORD-104151,2022-01-01,2022-01-04,CUST-9155,Amit Nair,47.0,Male,Consumer,South,Telangana,Office Supplies,Labels,Shipping Labels,13.53,2,0.1,2.3
ORD-104152,2024-03-05,2024-03-09,CUST-2762,Kavita Patel,18.0,Female,Consumer,West,Gujarat,Technology,Accessories,Mechanical Keyboard,1789.05,2,0.0,656.42
ORD-104153,2023-02-02,2023-02-07,CUST-4255,Anjali Joshi,39.0,Female,Corporate,South,Karnataka,Technology,Machines,Label Maker,122.05,2,0.2,6.83
ORD-104154,2022-11-10,2022-11-15,CUST-5324,Meera Singh,47.0,Female,Consumer,South,Kerala,Technology,Phones,Budget Smartphone S5,2585.55,3,0.0,984.01
ORD-104155,2022-01-18,2022-01-25,CUST-5167,Anita Sharma,43.0,Female,Consumer,Central,Chhattisgarh,Furniture,Bookcases,Ladder Bookshelf,1442.22,4,0.0,637.23
ORD-104156,2023-09-27,2023-09-29,CUST-3560,Anita Sharma,36.0,Female,Consumer,South,Telangana,Office Supplies,Labels,Address Labels,305.71,4,0.0,111.09
ORD-104157,2024-09-01,2024-09-04,CUST-4882,Karan Singh,28.0,Male,Consumer,West,Rajasthan,Furniture,Tables,Adjustable Standing Desk,245.31,1,0.15,18.78
ORD-104158,2024-12-06,2024-12-13,CUST-7444,Anjali Nair,36.0,Female,Corporate,East,Bihar,Furniture,Chairs,Foldable Study Chair,4145.0,7,0.2,707.47
ORD-104159,2023-10-23,2023-10-28,CUST-2543,Karan Rao,31.0,Male,Consumer,West,Gujarat,Furniture,Chairs,Executive Leather Chair,355.07,2,0.1,40.54
ORD-104160,2023-08-28,2023-09-01,CUST-7444,Anjali Nair,38.0,Female,Consumer,South,Tamil Nadu,Office Supplies,Labels,Address Labels,293.59,7,0.1,98.86
ORD-104161,2022-04-25,2022-05-02,CUST-6924,Rohan Rao,37.0,Male,Home Office,West,Gujarat,Office Supplies,Storage,File Cabinet,76.79,4,0.2,15.78
ORD-104162,2023-10-06,2023-10-08,CUST-9469,Anjali Mehta,41.0,Female,Home Office,North,Uttar Pradesh,Technology,Machines,Laser Printer,596.24,1,0.0,219.29
ORD-104163,2023-03-07,2023-03-12,CUST-8144,Ritu Singh,47.0,Female,Home Office,North,Haryana,Technology,Machines,Label Maker,156.39,2,0.2,22.51
ORD-104164,2023-11-24,2023-12-01,CUST-1564,Vivek Verma,26.0,Male,Consumer,East,Odisha,Office Supplies,Envelopes,Mailing Envelopes,61.28,5,0.2,6.35
ORD-104165,2023-03-18,2023-03-21,CUST-1277,Shreya Kapoor,20.0,Female,Consumer,East,West Bengal,Office Supplies,Storage,Storage Box Set,22.15,2,0.3,0.34
ORD-104166,2022-10-31,2022-11-02,CUST-1277,Shreya Kapoor,21.0,Female,Consumer,East,Odisha,Furniture,Furnishings,Curtain Set,1636.27,4,0.3,42.6
ORD-104167,2022-05-08,2022-05-11,CUST-1387,Sanjay Mehta,40.0,Male,Consumer,East,West Bengal,Office Supplies,Paper,Notebook Set,475.32,7,0.0,152.62
ORD-104168,2022-12-20,2022-12-23,CUST-9395,Divya Verma,35.0,Female,Consumer,North,Punjab,Office Supplies,Art,Sketch Pad,59.17,4,0.15,17.22
ORD-104169,2022-05-10,2022-05-13,CUST-3155,Rahul Nair,20.0,Male,Consumer,North,Punjab,Office Supplies,Paper,A4 Copy Paper Ream,118.34,2,0.0,30.97
ORD-104170,2022-08-22,2022-08-29,CUST-4075,Anita Singh,44.0,Female,Corporate,West,Rajasthan,Office Supplies,Envelopes,Window Envelopes,13.71,2,0.1,3.56
ORD-104171,2024-12-24,2024-12-26,CUST-9377,Ritu Verma,34.0,Female,Corporate,West,Maharashtra,Furniture,Furnishings,Area Rug,253.9,3,0.0,52.45
ORD-104172,2023-05-27,2023-06-03,CUST-7342,Aditya Verma,25.0,Male,Corporate,West,Maharashtra,Furniture,Tables,Glass Coffee Table,1800.4,7,0.0,444.3
ORD-104173,2023-09-17,2023-09-24,CUST-9395,Divya Verma,39.0,Female,Home Office,South,Karnataka,Office Supplies,Labels,Address Labels,276.92,7,0.1,88.03
ORD-104174,2024-09-26,2024-10-03,CUST-9155,Amit Nair,48.0,Male,Corporate,West,Gujarat,Technology,Accessories,Webcam HD,412.48,2,0.1,110.88
ORD-104175,2024-12-29,2025-01-03,CUST-4901,Isha Singh,36.0,Female,Consumer,East,Bihar,Office Supplies,Envelopes,Mailing Envelopes,43.82,3,0.0,9.47
ORD-104176,2023-11-07,2023-11-13,CUST-9317,Anjali Kapoor,32.0,Female,Corporate,East,West Bengal,Technology,Accessories,Wireless Mouse,143.43,1,0.0,58.32
ORD-104177,2024-07-11,2024-07-12,CUST-5077,Sneha Mehta,48.0,Female,Corporate,South,Telangana,Furniture,Bookcases,5-Shelf Bookcase,2091.83,5,0.2,292.07
ORD-104178,2022-12-28,2023-01-02,CUST-4901,Isha Singh,39.0,Female,Corporate,Central,Chhattisgarh,Office Supplies,Paper,Notebook Set,32.91,2,0.0,13.41
ORD-104179,2022-12-15,2022-12-17,CUST-3677,Sanjay Kapoor,18.0,Male,Consumer,South,Tamil Nadu,Furniture,Chairs,Foldable Study Chair,2540.62,7,0.1,697.43
ORD-104180,2023-04-05,2023-04-06,CUST-5536,Isha Singh,31.0,Female,Consumer,Central,Chhattisgarh,Furniture,Tables,Glass Coffee Table,565.97,2,0.3,-32.71
ORD-104181,2024-01-09,2024-01-10,CUST-5367,Manish Rao,28.0,Male,Consumer,North,Uttar Pradesh,Technology,Machines,Label Maker,1070.61,6,0.1,183.18
ORD-104182,2024-01-22,2024-01-23,CUST-7988,Aditya Joshi,53.0,Male,Consumer,East,West Bengal,Technology,Phones,Smartphone X12,1490.46,3,0.15,95.56
ORD-104183,2022-12-21,2022-12-27,CUST-2543,Karan Rao,30.0,Male,Home Office,West,Rajasthan,Furniture,Tables,Adjustable Standing Desk,1888.75,4,0.0,807.51
ORD-104184,2022-06-25,2022-07-02,CUST-6399,Sanjay Joshi,42.0,Male,Consumer,South,Tamil Nadu,Office Supplies,Storage,Desk Organizer,57.1,3,0.2,5.85
ORD-104185,2023-12-11,2023-12-15,CUST-2012,Isha Joshi,41.0,Female,Consumer,East,West Bengal,Office Supplies,Envelopes,Mailing Envelopes,133.58,6,0.0,39.31
ORD-104186,2022-06-18,2022-06-20,CUST-2012,Isha Joshi,40.0,Female,Consumer,East,West Bengal,Technology,Phones,Budget Smartphone S5,299.05,1,0.0,133.73
ORD-104187,2023-11-04,2023-11-10,CUST-1523,Vikram Reddy,30.0,Male,Corporate,East,West Bengal,Furniture,Tables,Round Side Table,392.51,2,0.1,56.81
ORD-104188,2024-02-07,2024-02-13,CUST-4901,Isha Singh,37.0,Female,Corporate,South,Karnataka,Furniture,Furnishings,Curtain Set,329.74,2,0.15,35.35
ORD-104189,2024-02-18,2024-02-22,CUST-5582,Aditya Verma,30.0,Male,Home Office,East,West Bengal,Technology,Machines,3D Printer Mini,2503.34,7,0.1,489.32
ORD-104190,2024-04-27,2024-04-28,CUST-5582,Aditya Verma,34.0,Male,Home Office,North,Uttar Pradesh,Technology,Machines,Label Maker,197.7,3,0.2,37.93
ORD-104191,2024-09-26,2024-10-03,CUST-8172,Rahul Iyer,19.0,Male,Consumer,North,Punjab,Furniture,Bookcases,Corner Bookcase,2372.11,6,0.2,289.08
ORD-104192,2023-08-09,2023-08-13,CUST-9155,Amit Nair,49.0,Male,Home Office,North,Delhi,Office Supplies,Envelopes,Mailing Envelopes,188.97,6,0.15,14.04
ORD-104193,2024-03-28,2024-04-01,CUST-9680,Anjali Patel,55.0,Female,Corporate,South,Telangana,Furniture,Furnishings,Curtain Set,2000.28,5,0.0,869.42
ORD-104194,2023-12-03,2023-12-09,CUST-8682,Karan Rao,40.0,Male,Home Office,South,Telangana,Office Supplies,Labels,Address Labels,107.43,3,0.1,22.37
ORD-104195,2022-09-03,2022-09-05,CUST-5536,Isha Singh,32.0,Female,Consumer,South,Telangana,Technology,Accessories,Webcam HD,2652.4,4,0.3,11.33
ORD-104196,2022-02-05,2022-02-08,CUST-4973,Amit Reddy,25.0,Male,Corporate,North,Delhi,Office Supplies,Binders,View Binder,46.8,2,0.0,13.7
ORD-104197,2022-12-02,2022-12-09,CUST-9131,Sneha Mehta,33.0,Female,Consumer,South,Tamil Nadu,Technology,Machines,Label Maker,1349.16,4,0.0,400.19
ORD-104198,2023-05-26,2023-05-30,CUST-9719,Vivek Sharma,29.0,Male,Corporate,East,West Bengal,Technology,Copiers,Compact Copier,1804.46,5,0.2,369.56
ORD-104199,2023-12-02,2023-12-09,CUST-9131,Sneha Mehta,30.0,Female,Consumer,North,Punjab,Technology,Accessories,Wireless Mouse,282.85,2,0.4,-8.31
ORD-104200,2024-08-30,2024-09-03,CUST-5077,Sneha Mehta,45.0,Female,Consumer,North,Haryana,Furniture,Tables,Oak Dining Table,350.01,1,0.2,7.03
ORD-104201,2022-09-14,2022-09-15,CUST-5115,Arjun Reddy,29.0,Male,Home Office,Central,Chhattisgarh,Technology,Phones,Smartphone X12,771.73,1,0.15,99.83
ORD-104202,2022-06-15,2022-06-22,CUST-8698,Meera Sharma,30.0,Female,Home Office,South,Kerala,Office Supplies,Storage,Desk Organizer,94.94,4,0.0,21.62
ORD-104203,2024-12-09,2024-12-10,CUST-1209,Sneha Patel,56.0,Female,Consumer,North,Haryana,Technology,Accessories,Wireless Mouse,794.93,1,0.15,46.79
ORD-104204,2022-05-24,2022-05-30,CUST-3000,Suresh Reddy,59.0,Male,Consumer,Central,Madhya Pradesh,Office Supplies,Binders,Clip Binder,305.45,4,0.2,47.85
ORD-104205,2023-07-11,2023-07-12,CUST-3969,Arjun Rao,44.0,Male,Consumer,Central,Madhya Pradesh,Office Supplies,Binders,3-Ring Binder,401.42,6,0.15,97.12
ORD-104206,2023-11-09,2023-11-16,CUST-1161,Shreya Joshi,54.0,Female,Corporate,East,Bihar,Technology,Phones,Smartphone X12,1955.37,3,0.0,479.87
ORD-104207,2023-09-28,2023-10-03,CUST-4355,Sanjay Rao,41.0,Male,Home Office,North,Punjab,Technology,Accessories,Wireless Mouse,580.04,7,0.2,92.84
ORD-104208,2022-04-27,2022-05-04,CUST-2085,Rohan Mehta,43.0,Male,Corporate,Central,Madhya Pradesh,Office Supplies,Labels,Address Labels,103.24,5,0.0,26.32
ORD-104209,2022-03-20,2022-03-24,CUST-3690,Karan Singh,22.0,Male,Consumer,North,Delhi,Furniture,Chairs,Recliner Lounge Chair,353.92,1,0.0,126.72
ORD-104210,2022-05-21,2022-05-22,CUST-5047,Ritu Mehta,22.0,Female,Consumer,South,Kerala,Office Supplies,Labels,Address Labels,40.25,4,0.15,4.45
ORD-104211,2023-11-09,2023-11-11,CUST-7910,Karan Nair,20.0,Male,Consumer,North,Haryana,Office Supplies,Paper,A4 Copy Paper Ream,104.57,3,0.4,-2.11
ORD-104212,2023-10-02,2023-10-07,CUST-5582,Aditya Verma,34.0,Male,Home Office,West,Gujarat,Furniture,Bookcases,Corner Bookcase,347.94,4,0.0,130.48
ORD-104213,2022-10-24,2022-10-30,CUST-1161,Shreya Joshi,51.0,Female,Corporate,Central,Chhattisgarh,Office Supplies,Art,Colored Pencils,102.65,3,0.2,1.66
ORD-104214,2023-12-14,2023-12-17,CUST-8172,Rahul Iyer,18.0,Male,Corporate,South,Telangana,Technology,Copiers,Compact Copier,593.94,5,0.1,84.35
